timestamp,accel_x,accel_y,accel_z,simulated_ground_truth
2026-03-15 08:00:00.121,0.09106,0.36561,0.21691,NORMAL_HEALTHY
2026-03-15 08:00:00.122,0.15022,0.31958,0.25801,NORMAL_HEALTHY
2026-03-15 08:00:00.123,0.16272,0.29235,0.28674,NORMAL_HEALTHY
2026-03-15 08:00:00.124,0.32821,0.29524,0.35009,NORMAL_HEALTHY
2026-03-15 08:00:00.125,0.26162,0.24744,0.2774,NORMAL_HEALTHY
2026-03-15 08:00:00.126,0.44258,0.12672,0.22928,NORMAL_HEALTHY
2026-03-15 08:00:00.127,0.32436,0.01857,0.22036,NORMAL_HEALTHY
2026-03-15 08:00:00.128,0.32577,0.06222,0.22451,NORMAL_HEALTHY
2026-03-15 08:00:00.129,0.45572,0.04449,0.16133,NORMAL_HEALTHY
2026-03-15 08:00:00.130,0.30508,-0.02372,0.10105,NORMAL_HEALTHY
2026-03-15 08:00:00.131,0.42104,-0.03885,0.09484,NORMAL_HEALTHY
2026-03-15 08:00:00.132,0.21635,-0.0705,0.07092,NORMAL_HEALTHY
2026-03-15 08:00:00.133,0.33127,-0.22906,0.01843,NORMAL_HEALTHY
2026-03-15 08:00:00.134,0.23349,-0.18666,-0.01017,NORMAL_HEALTHY
2026-03-15 08:00:00.135,0.22613,-0.25574,-0.03097,NORMAL_HEALTHY
2026-03-15 08:00:00.136,0.16181,-0.20503,-0.0301,NORMAL_HEALTHY
2026-03-15 08:00:00.137,0.06019,-0.30404,-0.03674,NORMAL_HEALTHY
2026-03-15 08:00:00.138,0.09391,-0.27865,-0.05119,NORMAL_HEALTHY
2026-03-15 08:00:00.139,0.04431,-0.20128,-0.12496,NORMAL_HEALTHY
2026-03-15 08:00:00.140,0.10304,-0.17827,-0.15597,NORMAL_HEALTHY
2026-03-15 08:00:00.141,0.01005,-0.22397,-0.11756,NORMAL_HEALTHY
2026-03-15 08:00:00.142,-0.12554,-0.21768,-0.14495,NORMAL_HEALTHY
2026-03-15 08:00:00.143,-0.20436,-0.28913,-0.26808,NORMAL_HEALTHY
2026-03-15 08:00:00.144,-0.16926,-0.1964,-0.15666,NORMAL_HEALTHY
2026-03-15 08:00:00.145,-0.19128,-0.14115,-0.26732,NORMAL_HEALTHY
2026-03-15 08:00:00.146,-0.31839,-0.19102,-0.21186,NORMAL_HEALTHY
2026-03-15 08:00:00.147,-0.27101,-0.24916,-0.23038,NORMAL_HEALTHY
2026-03-15 08:00:00.148,-0.36723,-0.09957,-0.21121,NORMAL_HEALTHY
2026-03-15 08:00:00.149,-0.37646,-0.11082,-0.25197,NORMAL_HEALTHY
2026-03-15 08:00:00.150,-0.35313,-0.00403,-0.23373,NORMAL_HEALTHY
2026-03-15 08:00:00.151,-0.33671,-0.01844,-0.2045,NORMAL_HEALTHY
2026-03-15 08:00:00.152,-0.36908,0.01183,-0.1669,NORMAL_HEALTHY
2026-03-15 08:00:00.153,-0.41422,0.19233,-0.11077,NORMAL_HEALTHY
2026-03-15 08:00:00.154,-0.36807,0.17017,-0.075,NORMAL_HEALTHY
2026-03-15 08:00:00.155,-0.31104,0.23647,0.00053,NORMAL_HEALTHY
2026-03-15 08:00:00.156,-0.28218,0.23,0.01202,NORMAL_HEALTHY
2026-03-15 08:00:00.157,-0.31647,0.22691,0.1178,NORMAL_HEALTHY
2026-03-15 08:00:00.158,-0.05677,0.30846,0.13716,NORMAL_HEALTHY
2026-03-15 08:00:00.159,-0.05541,0.46713,0.19988,NORMAL_HEALTHY
2026-03-15 08:00:00.160,-0.0064,0.30151,0.143,NORMAL_HEALTHY
2026-03-15 08:00:00.161,0.08115,0.30413,0.18117,NORMAL_HEALTHY
2026-03-15 08:00:00.162,0.10669,0.27308,0.31364,NORMAL_HEALTHY
2026-03-15 08:00:00.163,0.24545,0.29097,0.3211,NORMAL_HEALTHY
2026-03-15 08:00:00.164,0.25952,0.21787,0.32804,NORMAL_HEALTHY
2026-03-15 08:00:00.165,0.32693,0.16628,0.26432,NORMAL_HEALTHY
2026-03-15 08:00:00.166,0.28931,0.10231,0.29108,NORMAL_HEALTHY
2026-03-15 08:00:00.167,0.4498,0.04939,0.25846,NORMAL_HEALTHY
2026-03-15 08:00:00.168,0.3312,0.03513,0.19181,NORMAL_HEALTHY
2026-03-15 08:00:00.169,0.31871,0.00616,0.15244,NORMAL_HEALTHY
2026-03-15 08:00:00.170,0.36352,-0.04676,0.13889,NORMAL_HEALTHY
2026-03-15 08:00:00.171,0.28409,-0.11349,0.1377,NORMAL_HEALTHY
2026-03-15 08:00:00.172,0.32706,-0.16958,0.07841,NORMAL_HEALTHY
2026-03-15 08:00:00.173,0.30695,-0.23224,0.05843,NORMAL_HEALTHY
2026-03-15 08:00:00.174,0.20009,-0.16441,-0.02113,NORMAL_HEALTHY
2026-03-15 08:00:00.175,0.10474,-0.27953,-0.0243,NORMAL_HEALTHY
2026-03-15 08:00:00.176,0.16878,-0.26533,-0.03266,NORMAL_HEALTHY
2026-03-15 08:00:00.177,0.03335,-0.24165,-0.12384,NORMAL_HEALTHY
2026-03-15 08:00:00.178,0.04471,-0.24482,-0.13559,NORMAL_HEALTHY
2026-03-15 08:00:00.179,0.0193,-0.20863,-0.14751,NORMAL_HEALTHY
2026-03-15 08:00:00.180,0.04178,-0.30089,-0.12871,NORMAL_HEALTHY
2026-03-15 08:00:00.181,0.03355,-0.35644,-0.19336,NORMAL_HEALTHY
2026-03-15 08:00:00.182,-0.04844,-0.25547,-0.16901,NORMAL_HEALTHY
2026-03-15 08:00:00.183,-0.14662,-0.23516,-0.20216,NORMAL_HEALTHY
2026-03-15 08:00:00.184,-0.09741,-0.21608,-0.19742,NORMAL_HEALTHY
2026-03-15 08:00:00.185,-0.21558,-0.23109,-0.23415,NORMAL_HEALTHY
2026-03-15 08:00:00.186,-0.2135,-0.20655,-0.21516,NORMAL_HEALTHY
2026-03-15 08:00:00.187,-0.16561,-0.12427,-0.23867,NORMAL_HEALTHY
2026-03-15 08:00:00.188,-0.24195,-0.14538,-0.29538,NORMAL_HEALTHY
2026-03-15 08:00:00.189,-0.37987,-0.16849,-0.2272,NORMAL_HEALTHY
2026-03-15 08:00:00.190,-0.34908,0.02662,-0.18778,NORMAL_HEALTHY
2026-03-15 08:00:00.191,-0.37287,0.03935,-0.25414,NORMAL_HEALTHY
2026-03-15 08:00:00.192,-0.35195,0.08859,-0.19928,NORMAL_HEALTHY
2026-03-15 08:00:00.193,-0.29714,0.12322,-0.12654,NORMAL_HEALTHY
2026-03-15 08:00:00.194,-0.30145,0.25758,-0.06471,NORMAL_HEALTHY
2026-03-15 08:00:00.195,-0.28758,0.19084,-0.05573,NORMAL_HEALTHY
2026-03-15 08:00:00.196,-0.21414,0.21809,0.02415,NORMAL_HEALTHY
2026-03-15 08:00:00.197,-0.22525,0.31166,0.08164,NORMAL_HEALTHY
2026-03-15 08:00:00.198,-0.08714,0.29737,0.10753,NORMAL_HEALTHY
2026-03-15 08:00:00.199,-0.11991,0.3174,0.1739,NORMAL_HEALTHY
2026-03-15 08:00:00.200,0.03785,0.30293,0.22966,NORMAL_HEALTHY
2026-03-15 08:00:00.201,0.13876,0.35385,0.29664,NORMAL_HEALTHY
2026-03-15 08:00:00.202,0.10033,0.26614,0.19234,NORMAL_HEALTHY
2026-03-15 08:00:00.203,0.27617,0.31911,0.26736,NORMAL_HEALTHY
2026-03-15 08:00:00.204,0.26965,0.20664,0.36033,NORMAL_HEALTHY
2026-03-15 08:00:00.205,0.30645,0.21501,0.29639,NORMAL_HEALTHY
2026-03-15 08:00:00.206,0.35714,0.17059,0.231,NORMAL_HEALTHY
2026-03-15 08:00:00.207,0.3779,0.18882,0.28585,NORMAL_HEALTHY
2026-03-15 08:00:00.208,0.44339,0.0341,0.17791,NORMAL_HEALTHY
2026-03-15 08:00:00.209,0.35562,0.00647,0.21982,NORMAL_HEALTHY
2026-03-15 08:00:00.210,0.26538,0.02038,0.14172,NORMAL_HEALTHY
2026-03-15 08:00:00.211,0.30812,-0.13199,0.05334,NORMAL_HEALTHY
2026-03-15 08:00:00.212,0.34317,-0.12492,0.02978,NORMAL_HEALTHY
2026-03-15 08:00:00.213,0.20462,-0.17556,0.09783,NORMAL_HEALTHY
2026-03-15 08:00:00.214,0.22025,-0.25254,-0.00302,NORMAL_HEALTHY
2026-03-15 08:00:00.215,0.18135,-0.32498,-0.02789,NORMAL_HEALTHY
2026-03-15 08:00:00.216,0.14425,-0.1973,0.0097,NORMAL_HEALTHY
2026-03-15 08:00:00.217,0.17275,-0.25027,-0.12019,NORMAL_HEALTHY
2026-03-15 08:00:00.218,0.20597,-0.24432,-0.10499,NORMAL_HEALTHY
2026-03-15 08:00:00.219,0.03732,-0.24298,-0.13238,NORMAL_HEALTHY
2026-03-15 08:00:00.220,-0.02868,-0.27612,-0.1484,NORMAL_HEALTHY
2026-03-15 08:00:00.221,-0.0657,-0.28169,-0.16174,NORMAL_HEALTHY
2026-03-15 08:00:00.222,-0.09005,-0.18292,-0.27478,NORMAL_HEALTHY
2026-03-15 08:00:00.223,-0.06185,-0.18589,-0.26928,NORMAL_HEALTHY
2026-03-15 08:00:00.224,-0.17293,-0.24268,-0.2585,NORMAL_HEALTHY
2026-03-15 08:00:00.225,-0.23388,-0.25756,-0.15768,NORMAL_HEALTHY
2026-03-15 08:00:00.226,-0.18644,-0.13461,-0.20004,NORMAL_HEALTHY
2026-03-15 08:00:00.227,-0.32583,-0.18358,-0.21013,NORMAL_HEALTHY
2026-03-15 08:00:00.228,-0.36312,-0.09773,-0.23246,NORMAL_HEALTHY
2026-03-15 08:00:00.229,-0.34821,-0.05876,-0.19934,NORMAL_HEALTHY
2026-03-15 08:00:00.230,-0.36805,0.00465,-0.23706,NORMAL_HEALTHY
2026-03-15 08:00:00.231,-0.33112,0.02931,-0.18759,NORMAL_HEALTHY
2026-03-15 08:00:00.232,-0.34742,0.00266,-0.11518,NORMAL_HEALTHY
2026-03-15 08:00:00.233,-0.36357,0.08662,-0.07529,NORMAL_HEALTHY
2026-03-15 08:00:00.234,-0.3683,0.10122,-0.12555,NORMAL_HEALTHY
2026-03-15 08:00:00.235,-0.26969,0.15595,0.03543,NORMAL_HEALTHY
2026-03-15 08:00:00.236,-0.35975,0.32657,0.02903,NORMAL_HEALTHY
2026-03-15 08:00:00.237,-0.20621,0.26815,0.08393,NORMAL_HEALTHY
2026-03-15 08:00:00.238,-0.1409,0.36593,0.12097,NORMAL_HEALTHY
2026-03-15 08:00:00.239,-0.06346,0.32082,0.1587,NORMAL_HEALTHY
2026-03-15 08:00:00.240,0.01539,0.26944,0.15204,NORMAL_HEALTHY
2026-03-15 08:00:00.241,0.10814,0.34354,0.22451,NORMAL_HEALTHY
2026-03-15 08:00:00.242,0.13994,0.33381,0.2357,NORMAL_HEALTHY
2026-03-15 08:00:00.243,0.16245,0.29963,0.23506,NORMAL_HEALTHY
2026-03-15 08:00:00.244,0.27607,0.18211,0.31075,NORMAL_HEALTHY
2026-03-15 08:00:00.245,0.32362,0.22125,0.30538,NORMAL_HEALTHY
2026-03-15 08:00:00.246,0.41636,0.20419,0.19424,NORMAL_HEALTHY
2026-03-15 08:00:00.247,0.29035,0.08228,0.23967,NORMAL_HEALTHY
2026-03-15 08:00:00.248,0.38961,0.02499,0.21908,NORMAL_HEALTHY
2026-03-15 08:00:00.249,0.32415,-0.02189,0.13229,NORMAL_HEALTHY
2026-03-15 08:00:00.250,0.30384,-0.10207,0.1131,NORMAL_HEALTHY
2026-03-15 08:00:00.251,0.38215,-0.12933,0.2034,NORMAL_HEALTHY
2026-03-15 08:00:00.252,0.32668,-0.12018,0.04489,NORMAL_HEALTHY
2026-03-15 08:00:00.253,0.30439,-0.18576,0.04368,NORMAL_HEALTHY
2026-03-15 08:00:00.254,0.36123,-0.19274,0.04581,NORMAL_HEALTHY
2026-03-15 08:00:00.255,0.15983,-0.21185,0.03599,NORMAL_HEALTHY
2026-03-15 08:00:00.256,0.12445,-0.14986,-0.03024,NORMAL_HEALTHY
2026-03-15 08:00:00.257,0.0883,-0.21197,-0.04742,NORMAL_HEALTHY
2026-03-15 08:00:00.258,0.10839,-0.31357,-0.13093,NORMAL_HEALTHY
2026-03-15 08:00:00.259,0.02615,-0.25456,-0.1056,NORMAL_HEALTHY
2026-03-15 08:00:00.260,0.00889,-0.30963,-0.13395,NORMAL_HEALTHY
2026-03-15 08:00:00.261,-0.008,-0.22761,-0.12764,NORMAL_HEALTHY
2026-03-15 08:00:00.262,-0.0356,-0.22732,-0.18445,NORMAL_HEALTHY
2026-03-15 08:00:00.263,-0.19947,-0.22059,-0.18944,NORMAL_HEALTHY
2026-03-15 08:00:00.264,-0.14222,-0.28115,-0.24708,NORMAL_HEALTHY
2026-03-15 08:00:00.265,-0.14233,-0.21205,-0.19516,NORMAL_HEALTHY
2026-03-15 08:00:00.266,-0.23181,-0.18739,-0.19246,NORMAL_HEALTHY
2026-03-15 08:00:00.267,-0.29518,-0.15721,-0.24344,NORMAL_HEALTHY
2026-03-15 08:00:00.268,-0.32374,-0.14117,-0.21627,NORMAL_HEALTHY
2026-03-15 08:00:00.269,-0.3534,-0.03561,-0.2462,NORMAL_HEALTHY
2026-03-15 08:00:00.270,-0.35934,-0.06331,-0.14858,NORMAL_HEALTHY
2026-03-15 08:00:00.271,-0.35209,0.04795,-0.22875,NORMAL_HEALTHY
2026-03-15 08:00:00.272,-0.35038,0.09364,-0.14465,NORMAL_HEALTHY
2026-03-15 08:00:00.273,-0.30105,0.08685,-0.06268,NORMAL_HEALTHY
2026-03-15 08:00:00.274,-0.21814,0.14566,-0.08666,NORMAL_HEALTHY
2026-03-15 08:00:00.275,-0.22732,0.2775,-0.04429,NORMAL_HEALTHY
2026-03-15 08:00:00.276,-0.27666,0.2425,-0.02541,NORMAL_HEALTHY
2026-03-15 08:00:00.277,-0.2473,0.24863,0.04309,NORMAL_HEALTHY
2026-03-15 08:00:00.278,-0.14075,0.329,0.17124,NORMAL_HEALTHY
2026-03-15 08:00:00.279,-0.12089,0.37811,0.1532,NORMAL_HEALTHY
2026-03-15 08:00:00.280,-0.00247,0.3708,0.15993,NORMAL_HEALTHY
2026-03-15 08:00:00.281,0.0901,0.34335,0.24819,NORMAL_HEALTHY
2026-03-15 08:00:00.282,0.15347,0.42339,0.23227,NORMAL_HEALTHY
2026-03-15 08:00:00.283,0.17482,0.26482,0.24986,NORMAL_HEALTHY
2026-03-15 08:00:00.284,0.22379,0.30501,0.32445,NORMAL_HEALTHY
2026-03-15 08:00:00.285,0.27145,0.17499,0.28749,NORMAL_HEALTHY
2026-03-15 08:00:00.286,0.30548,0.18798,0.26577,NORMAL_HEALTHY
2026-03-15 08:00:00.287,0.27854,0.1746,0.30161,NORMAL_HEALTHY
2026-03-15 08:00:00.288,0.33309,0.03935,0.22255,NORMAL_HEALTHY
2026-03-15 08:00:00.289,0.37864,0.03209,0.25188,NORMAL_HEALTHY
2026-03-15 08:00:00.290,0.34115,-0.07855,0.09898,NORMAL_HEALTHY
2026-03-15 08:00:00.291,0.29292,-0.09039,0.17407,NORMAL_HEALTHY
2026-03-15 08:00:00.292,0.27613,-0.11852,0.07436,NORMAL_HEALTHY
2026-03-15 08:00:00.293,0.3288,-0.0539,0.02083,NORMAL_HEALTHY
2026-03-15 08:00:00.294,0.20875,-0.14428,0.02945,NORMAL_HEALTHY
2026-03-15 08:00:00.295,0.28732,-0.18555,-0.03856,NORMAL_HEALTHY
2026-03-15 08:00:00.296,0.18533,-0.17977,-0.02629,NORMAL_HEALTHY
2026-03-15 08:00:00.297,0.14179,-0.19351,-0.04053,NORMAL_HEALTHY
2026-03-15 08:00:00.298,0.14641,-0.21927,-0.11133,NORMAL_HEALTHY
2026-03-15 08:00:00.299,0.04586,-0.20012,-0.15592,NORMAL_HEALTHY
2026-03-15 08:00:00.300,0.01843,-0.26959,-0.14625,NORMAL_HEALTHY
2026-03-15 08:00:00.301,0.02539,-0.24327,-0.16384,NORMAL_HEALTHY
2026-03-15 08:00:00.302,-0.14529,-0.21512,-0.15941,NORMAL_HEALTHY
2026-03-15 08:00:00.303,-0.00826,-0.25193,-0.18904,NORMAL_HEALTHY
2026-03-15 08:00:00.304,-0.14333,-0.15985,-0.21257,NORMAL_HEALTHY
2026-03-15 08:00:00.305,-0.18104,-0.18453,-0.21248,NORMAL_HEALTHY
2026-03-15 08:00:00.306,-0.25555,-0.18041,-0.18772,NORMAL_HEALTHY
2026-03-15 08:00:00.307,-0.3207,-0.15564,-0.25176,NORMAL_HEALTHY
2026-03-15 08:00:00.308,-0.24226,-0.19277,-0.24361,NORMAL_HEALTHY
2026-03-15 08:00:00.309,-0.31061,-0.02245,-0.21719,NORMAL_HEALTHY
2026-03-15 08:00:00.310,-0.37776,0.03532,-0.24991,NORMAL_HEALTHY
2026-03-15 08:00:00.311,-0.47185,0.0228,-0.19432,NORMAL_HEALTHY
2026-03-15 08:00:00.312,-0.41479,0.08594,-0.13899,NORMAL_HEALTHY
